,Player,Matches,Innings,Not_Out,Runs,Ball_Faced,Hundreds,Fiftys,Zeros,Fours,Sixes,Average,Strike_Rate,Country,Highest_score
1510,PS de Villiers,101,62,22,529,1209,0,2,10,49,7,13.49,57.1,South,67
1511,PSP Handscomb,44,57,8,1744,2916,3,9,4,170,7,34.48666666666667,81.89,Australia,117
1512,PT Barton,7,14,0,285,0,1,1,1,22,0,20.35,0.0,New,109
1513,PV Mpitsang,2,1,1,1,1,0,0,0,0,0,0.0,100.0,South,1
1514,PV Simmons,169,185,13,4677,7340,6,22,18,515,48,25.595,59.894999999999996,West,122
1515,PVD Chameera,121,86,28,494,933,0,0,11,43,4,8.08,60.080000000000005,Sri,29
1516,PW Gunaratne,23,8,3,36,63,0,0,2,5,0,7.2,57.14,Sri,15
1517,PW Hasaranga,149,128,22,1938,1731,0,7,11,190,53,21.273333333333333,107.83666666666666,Sri,80
1518,PW Sherwell,13,22,4,427,337,1,1,1,57,1,23.72,53.41,South,115
1519,PWA Mulder,57,62,11,1534,2377,3,3,5,173,24,24.776666666666667,86.25333333333333,South,367
1520,Parvez Hossain Emon,20,20,1,481,398,1,3,5,43,28,29.655,111.19,Bangladesh,100
1521,Parvez Rasool,1,1,0,5,6,0,0,0,0,0,5.0,83.33,India,5
1522,Pervez Sajjad,19,20,11,123,53,0,0,2,2,1,13.66,16.98,Pakistan,24
1523,Pramod Madushan,17,9,2,30,87,0,0,1,3,0,3.3,41.864999999999995,Sri,15
1524,Q McMillan,13,21,4,306,0,0,1,4,15,3,18.0,0.0,South,50
1525,Q de Kock,301,337,22,12654,13525,28,68,18,1446,254,38.690000000000005,101.96333333333332,South,178
1526,Qais Ahmad,16,11,1,90,125,0,0,1,9,3,8.5,104.97333333333334,Afghanistan,21
1527,Qasim Akram,4,3,0,41,45,0,0,0,6,0,13.66,91.11,Pakistan,20
1528,Qasim Umar,57,74,5,2144,3787,3,9,5,183,3,29.775000000000002,49.900000000000006,Pakistan,210
1529,R Ashwin,287,233,47,4394,7396,6,15,15,476,34,22.823333333333334,85.49666666666667,India,124
1530,R Benaud,63,97,7,2201,1118,3,9,8,182,8,24.45,38.72,Australia,122
1531,R Clarke,20,13,0,144,232,0,0,2,12,1,11.07,62.06,England,39
1532,R Dhawan,1,1,1,1,2,0,0,0,0,0,0.0,50.0,India,1
1533,R Dravid,504,599,71,24064,46332,48,145,20,2593,66,40.92666666666667,87.10666666666668,India,270
1534,R Edwards,29,40,4,1426,2355,2,12,5,126,1,38.394999999999996,58.385000000000005,Australia,170
1535,R Illingworth,61,90,11,1836,4052,2,5,7,172,3,23.24,34.23,England,113
1536,R Lamba,32,31,2,783,1166,1,6,2,63,9,27.0,67.15,India,102
1537,R McLaren,66,45,18,494,693,0,1,3,42,6,13.825,70.275,South,71
1538,R Parag,9,6,0,106,70,0,0,0,3,9,17.66,151.42,India,34
1539,R Powell,150,135,15,2904,2514,2,11,5,181,167,23.705,113.17,West,107
1540,R Rampaul,137,78,24,712,1130,0,1,9,73,23,11.513333333333334,60.553333333333335,West,86
1541,R Ravindra,78,87,9,2742,3343,7,11,5,281,58,34.10666666666666,100.50333333333333,New,240
1542,R Shepherd,100,70,20,1069,859,0,1,7,75,61,21.085,122.665,West,50
1543,R Subba Row,13,22,1,984,0,3,4,0,44,1,46.85,0.0,England,137
1544,R Telemachus,40,16,4,78,97,0,0,2,4,3,3.04,122.155,South,29
1545,R Vijay Bharadwaj,10,9,4,136,194,0,0,1,15,1,27.2,70.1,India,41
1546,R Vinay Kumar,40,14,5,88,150,0,0,2,5,2,4.775,54.45,India,27
1547,RA Duff,22,40,3,1317,0,2,6,0,80,0,35.59,0.0,Australia,146
1548,RA Harper,130,105,23,1390,2414,0,3,10,105,27,17.285,58.155,West,74
1549,RA Herman,5,5,0,130,98,0,1,0,11,5,26.0,132.65,South,63
1550,RA Jadeja,362,304,93,7145,10636,5,39,17,621,143,30.64333333333333,89.21333333333332,India,175
1551,RA Jones,5,5,0,168,329,0,1,0,14,2,33.6,51.06,New,63
1552,RA Mariu,2,2,0,76,86,0,1,0,9,2,38.0,88.37,New,58
1553,RA McLean,40,73,3,2120,157,5,10,11,170,12,30.28,69.42,South,142
1554,RA Reifer,11,16,1,344,776,0,3,1,38,4,22.96,76.365,West,62
1555,RA Smith,133,182,23,6655,12752,13,43,12,797,33,41.34,57.650000000000006,England,175
1556,RA Tripathi,5,5,0,97,67,0,0,1,11,5,19.4,144.77,India,44
1557,RA Woolmer,19,34,2,1059,2734,3,2,4,131,2,33.09,38.73,England,149
1558,RAP Nissanka,27,18,7,71,223,0,0,4,6,1,6.3100000000000005,29.765,Sri,12
1559,RAS Lakmal,167,163,50,1185,2351,0,0,32,133,15,7.6066666666666665,57.419999999999995,Sri,42
1560,RB Desai,28,44,13,418,78,0,1,8,27,1,13.48,34.61,India,85
1561,RB Kanhai,86,142,8,6391,3187,15,30,7,510,24,51.095,53.97,West,256
1562,RB Kenny,5,10,1,245,0,0,3,2,0,0,27.22,0.0,India,62
1563,RB Kerr,4,4,1,97,159,0,1,0,5,0,32.33,61.0,Australia,87
1564,RB McCosker,39,60,5,1942,4456,4,11,7,157,3,31.205000000000002,46.835,Australia,127
1565,RB Reid,9,9,0,248,448,0,2,0,25,1,27.55,55.35,New,64
1566,RB Richardson,310,363,42,12197,22199,21,71,16,1302,77,38.9,55.755,West,194
1567,RB Simpson,62,111,7,4869,4556,10,27,8,337,2,46.81,44.55,Australia,311
1568,RC Blunt,9,13,1,330,0,0,1,1,0,0,27.5,0.0,New,96
1569,RC Fredericks,71,121,7,4645,4775,9,27,7,379,9,34.2,58.60000000000001,West,169
1570,RC Irani,31,30,5,360,549,0,1,7,23,2,14.4,65.57,England,53
1571,RC Motz,32,56,3,612,245,0,3,12,48,14,11.54,39.59,New,60
1572,RC Russell,94,117,23,2320,5928,2,7,8,240,1,22.36,51.08,England,128
1573,RD Chahar,6,1,0,5,5,0,0,0,1,0,5.0,100.0,India,5
1574,RD Gaikwad,29,26,4,748,598,1,5,1,81,24,29.36,108.38499999999999,India,123
1575,RD Jacobs,212,224,53,4442,8053,3,23,23,418,50,25.81,58.93,West,118
1576,RD King,50,23,14,65,203,0,0,5,1,0,7.22,32.01,West,12
1577,RD Rickelton,34,42,2,1307,1772,3,3,1,134,27,32.86333333333334,94.35666666666667,South,259
1578,RD Robinson,2,2,0,82,143,0,1,0,7,1,41.0,57.34,Australia,70
1579,RDB Croft,50,36,12,345,519,0,0,4,23,2,14.37,66.47,England,32
1580,RE Bryson,7,4,3,32,25,0,0,0,2,1,32.0,128.0,South,17
1581,RE Levi,13,13,2,236,167,1,1,3,20,15,21.45,141.31,South,117
1582,RE van der Merwe,26,13,6,96,91,0,0,2,5,6,14.375,104.56,South,48
1583,RES Wyatt,40,64,6,1839,2033,2,12,6,54,6,31.7,34.48,England,149
1584,RF Surti,26,48,4,1263,562,0,9,5,84,2,28.7,28.64,India,99
1585,RG Archer,19,30,1,713,108,1,2,4,60,9,24.58,50.92,Australia,128
1586,RG Hart,11,19,3,260,1012,0,1,4,18,0,16.25,25.69,New,57
1587,RG Nadkarni,41,67,12,1414,49,1,7,6,80,2,25.7,12.24,India,122
1588,RG Petrie,12,8,3,65,109,0,0,1,2,0,13.0,59.63,New,21
1589,RG Pollock,23,41,4,2256,1707,7,11,1,246,11,60.97,54.48,South,274
1590,RG Samuels,6,12,2,372,855,1,1,0,52,4,37.2,43.5,West,125
1591,RG Sharma,499,532,65,19700,22575,49,108,34,1901,637,40.46,96.91333333333334,India,264
1592,RG Twose,103,108,13,3345,5676,1,26,10,303,40,31.965000000000003,52.845,New,103
1593,RG de Alwis,42,46,8,553,707,0,2,7,45,9,14.55,67.365,Sri,59
1594,RGCE Wijesuriya,4,7,2,22,22,0,0,2,0,0,4.4,13.63,Sri,8
1595,RGD Willis,90,128,55,840,2574,0,0,12,79,1,11.5,32.63,England,28
1596,RH Catterall,24,43,2,1555,6,3,11,3,20,8,37.92,0.0,South,120
1597,RH Shodhan,3,4,1,181,0,1,0,0,15,0,60.33,0.0,India,110
1598,RH Vance,8,8,0,248,481,0,1,0,10,3,31.0,51.55,New,96
1599,RIC Holder,48,48,8,979,1840,0,4,5,76,4,24.645,53.89,West,91
1600,RJ Bailey,4,4,2,137,196,0,0,0,6,2,68.5,69.89,England,43
1601,RJ Bright,11,8,4,66,122,0,0,1,3,1,16.5,54.09,Australia,19
1602,RJ Burns,32,59,0,1789,4084,3,11,9,219,2,30.32,43.8,England,133
1603,RJ Campbell,2,2,0,54,70,0,0,0,6,0,27.0,77.14,Australia,38
1604,RJ Christiani,22,37,3,896,0,1,4,0,26,2,26.35,0.0,West,107
1605,RJ Gleeson,6,2,0,2,4,0,0,1,0,0,1.0,50.0,England,2
1606,RJ Harris,30,40,12,605,956,0,3,2,63,9,10.765,131.57,Australia,74
1607,RJ Kirtley,1,1,1,2,4,0,0,0,0,0,0.0,50.0,England,2
1608,RJ Nicol,43,40,2,913,1072,2,4,4,86,24,24.025,92.99000000000001,New,146
1609,RJ Peterson,115,73,21,1144,1450,0,4,7,125,9,21.126666666666665,87.34333333333332,South,84
1610,RJ Ratnayake,93,91,24,1045,1161,0,2,9,74,28,15.485,71.25,Sri,56
1611,RJ Shastri,230,249,35,6938,12529,15,30,14,509,47,32.415,48.975,India,206
1612,RJ Sidebottom,43,19,9,138,198,0,0,2,12,0,6.65,96.775,England,24
1613,RJMGM Rupasinghe,2,2,0,33,39,0,0,0,2,0,16.5,84.61,Sri,18
1614,RJW Topley,35,10,8,17,20,0,0,1,1,0,8.5,85.0,England,9
1615,RK Chauhan,35,18,5,132,171,0,0,4,5,4,10.15,77.19,India,32
1616,RK Kleinveldt,16,10,2,130,134,0,0,1,10,8,20.0,167.335,South,43
1617,RK Nunes,4,8,0,245,501,0,2,1,19,0,30.62,31.53,West,92
1618,RK Singh,35,26,11,601,380,0,3,1,50,34,34.75,147.6,India,69
1619,RL Chase,154,173,19,3884,6857,5,19,23,366,43,24.560000000000002,80.59666666666666,West,137
1620,RL Dias,78,91,6,2858,3571,5,19,5,212,5,34.085,60.44,Sri,121
1621,RL Powell,109,100,16,2085,2157,1,8,8,185,75,24.82,96.66,West,124
1622,RLB Rambukwella,2,1,0,19,16,0,0,0,1,1,19.0,118.75,Sri,19
1623,RM Cowper,27,46,2,2061,2284,5,10,3,151,0,46.84,42.81,Australia,307
1624,RM Hira,15,3,1,37,33,0,0,0,4,1,18.5,112.12,New,20
1625,RM Hogg,71,35,20,137,217,0,0,2,8,0,9.13,63.13,Australia,22
1626,RMH Binny,99,90,15,1459,2092,0,6,11,97,6,19.585,49.95,India,83
1627,RMMP Rathnayake,5,6,0,190,324,0,1,0,22,3,31.66,58.64,Sri,72
1628,RMS Eranga,41,38,19,233,540,0,0,5,31,0,10.063333333333333,59.99333333333333,Sri,45
1629,RN Harvey,79,137,10,6149,1799,21,24,7,427,1,48.41,43.74,Australia,205
1630,RN Lewis,28,21,5,291,367,0,0,1,14,10,18.18,79.29,West,49
1631,RO Collinge,35,50,13,533,443,0,2,9,43,7,14.4,34.31,New,68
1632,RO Hinds,29,34,4,606,1415,0,2,1,72,2,18.935,49.985,West,84
1633,RO Schwarz,20,35,8,374,258,0,1,6,21,1,13.85,51.16,South,61
1634,RP Arnold,225,225,47,5778,9534,4,38,14,506,24,23.423333333333332,72.38333333333333,Sri,123
1635,RP Singh,68,22,12,107,245,0,0,3,5,1,5.2,71.485,India,23
1636,RP Snell,42,28,8,322,330,0,2,1,20,4,16.1,97.57,South,63
1637,RR Emrit,4,3,0,17,27,0,0,0,0,1,5.66,62.96,West,11
1638,RR Hendricks,121,120,4,3356,3090,2,24,7,360,77,28.41,103.745,South,117
1639,RR Lindwall,61,84,13,1502,520,2,5,9,105,13,21.15,61.53,Australia,118
1640,RR Pant,154,175,20,5507,6391,9,26,10,571,160,33.75,102.54333333333334,India,159
1641,RR Powar,31,19,5,163,260,0,1,0,12,2,11.64,62.69,India,54
1642,RR Rossouw,65,62,8,2006,1793,5,10,10,200,61,36.785,127.07499999999999,South,132
1643,RR Sarwan,286,339,44,11944,20433,20,71,21,1246,78,35.199999999999996,75.57333333333334,West,291
1644,RR Singh,136,113,23,2336,3144,1,9,5,135,41,25.95,74.3,India,100
1645,RRS Cornwall,10,17,3,261,433,0,2,1,36,4,18.64,60.27,West,73
1646,RS Bopara,158,144,31,3406,4061,1,17,4,258,51,29.53,98.265,England,101
1647,RS Cunis,20,31,8,295,256,0,1,6,23,0,12.82,23.82,New,51
1648,RS Fernando,1,1,0,9,10,0,0,0,1,0,9.0,90.0,Sri,9
1649,RS Gabriel,11,11,0,167,360,0,0,2,16,3,15.18,46.38,West,41
1650,RS Gavaskar,11,10,2,151,234,0,1,0,8,2,18.87,64.52,India,54
1651,RS Kalpage,97,87,30,1138,2028,0,3,2,64,8,19.475,52.725,Sri,63
1652,RS Kaluwitharana,238,259,18,5644,7979,5,32,29,695,23,24.17,69.02000000000001,Sri,132
1653,RS Madugalle,84,95,9,1979,3443,1,10,8,150,18,24.009999999999998,49.620000000000005,Sri,103
1654,RS Mahanama,265,287,24,7738,14438,8,46,22,624,19,29.38,51.105000000000004,Sri,225
1655,RS Modi,10,17,1,736,0,1,6,0,12,0,46.0,0.0,India,112
1656,RS Morton,78,85,8,2188,3584,2,14,9,210,24,23.926666666666666,69.21,West,110
1657,RS Sodhi,18,14,3,280,381,0,2,0,16,6,25.45,73.49,India,67
1658,RT Latham,33,33,4,583,1008,0,1,3,50,1,20.1,57.83,New,60
1659,RT Ponting,559,667,70,27368,40028,70,146,39,2773,243,40.76666666666667,90.56333333333333,Australia,257
1660,RT Robinson,55,75,5,2198,4872,4,9,7,245,0,29.67,49.9,England,175
1661,RT Simpson,27,45,3,1401,28,4,6,6,69,5,33.35,17.85,England,156
1662,RTM Mendis,24,31,3,475,1000,0,0,3,44,4,16.13,74.95333333333333,Sri,45
1663,RV Uthappa,59,54,8,1183,1242,0,7,5,133,25,25.42,104.295,India,86
1664,RW Anderson,9,18,0,423,629,0,3,1,32,1,23.5,38.95,New,92
1665,RW Barber,28,45,3,1495,1075,1,9,1,114,3,35.59,59.62,England,185
1666,RW Marsh,188,226,28,4858,8743,3,20,19,467,41,23.295,64.12,Australia,132
1667,RW Morgan,20,34,1,734,197,0,5,5,46,0,22.24,22.33,New,97
1668,RW Taylor,84,100,19,1286,4572,0,3,12,107,1,14.64,34.394999999999996,England,97
1669,RWT Key,1,1,1,10,8,0,0,0,0,0,0.0,125.0,England,10
1670,Raees Ahmadzai,13,10,4,179,221,0,0,0,13,1,29.83,86.28,Afghanistan,39
1671,Rafatullah Mohmand,3,3,0,39,45,0,0,1,4,0,13.0,86.66,Pakistan,23
1672,Rafiqul Alam,2,2,0,24,63,0,0,0,0,0,12.0,38.09,Bangladesh,14
1673,Rafiqul Islam,1,2,0,7,53,0,0,0,1,0,3.5,13.2,Bangladesh,6
1674,Rahat Ali,21,31,13,136,372,0,0,8,19,3,7.55,36.55,Pakistan,35
1675,Rahmanullah Gurbaz,116,117,1,3519,3390,9,16,11,292,164,29.393333333333334,90.26333333333332,Afghanistan,151
1676,Rahmat Shah,135,140,5,4948,7405,8,36,9,461,46,28.12,58.17666666666667,Afghanistan,234
1677,Rajin Saleh,67,89,3,2146,5015,1,13,13,232,8,24.925,45.335,Bangladesh,108
1678,Rakibul Hasan,3,2,1,18,7,0,0,0,3,1,18.0,257.14,Bangladesh,14
1679,Ramandeep Singh,2,1,0,15,6,0,0,0,1,1,15.0,250.0,India,15
1680,Rameez Raja,2,2,0,24,29,0,0,0,2,0,12.0,82.75,Pakistan,23
1681,Ramiz Raja,255,291,20,8674,14917,11,53,22,776,17,31.96,54.400000000000006,Pakistan,122
1682,Ranjan Das,1,2,0,2,31,0,0,1,0,0,1.0,6.45,Bangladesh,2
1683,Raqibul Hasan,71,79,8,1712,3095,0,9,8,142,10,16.57,52.4875,Bangladesh,89
1684,Rashid Khan,248,175,51,2261,2305,0,7,16,192,80,23.176,87.55199999999999,Pakistan,60
1685,Rashid Latif,203,174,38,3090,5149,1,10,12,281,23,24.095,61.905,Pakistan,150
1686,Ravi Bishnoi,42,13,6,55,42,0,0,2,8,1,7.85,130.95,India,9
1687,Raza Hasan,10,4,4,18,25,0,0,0,2,0,0.0,72.0,Pakistan,13
1688,Rehan Ahmed,10,6,2,38,29,0,0,1,4,2,9.5,131.03,England,11
1689,Rev.DS Sheppard,22,33,2,1172,253,3,6,2,104,1,37.8,50.59,England,119
1690,Riaz Hassan,8,8,0,188,325,0,1,0,18,3,19.5,52.025,Afghanistan,50
1691,Rishad Hossain,49,32,8,269,201,0,1,5,17,22,14.370000000000001,135.595,Bangladesh,53
1692,Rizwan-uz-Zaman,11,19,1,345,816,0,3,2,17,0,19.16,25.98,Pakistan,60
1693,Robiul Islam,9,17,6,99,203,0,0,6,13,3,9.0,48.76,Bangladesh,33
1694,Rohail Nazir,3,2,0,23,23,0,0,0,0,3,11.5,100.0,Pakistan,13
1695,Rony Talukdar,12,11,0,228,179,0,1,0,25,7,13.2,82.16,Bangladesh,67
1696,Rubel Hossain,159,115,53,429,916,0,0,22,49,6,6.140000000000001,50.49,Bangladesh,45
1697,S Abid Ali,34,56,3,1111,1068,0,7,3,83,1,25.68,61.45,India,81
1698,S Abrahams,1,1,1,16,26,0,0,0,2,0,0.0,61.53,South,16
1699,S Amarnath,13,21,0,650,438,1,4,1,30,1,31.939999999999998,70.225,India,124
1700,S Badree,50,15,9,43,63,0,0,0,1,1,7.16,68.25,West,14
1701,S Badrinath,8,7,1,122,209,0,0,0,9,0,29.4,81.07,India,43
1702,S Chanderpaul,454,553,94,20988,40150,41,125,21,2041,126,37.71333333333333,70.96333333333332,West,203
1703,S Chattergoon,18,17,2,370,615,0,2,2,54,3,24.66,60.16,West,54
1704,S Daniel,1,1,0,9,6,0,0,0,2,0,9.0,150.0,Sri,9
1705,S Dhawan,269,288,14,10867,12286,24,55,11,1349,141,37.54666666666667,94.88333333333333,India,190
1706,S Dube,35,26,9,531,379,0,4,1,37,28,31.23,140.1,India,63
1707,S Elworthy,39,16,8,100,160,0,0,3,10,1,12.5,62.5,South,23
1708,S Jeganathan,2,4,0,19,50,0,0,1,3,0,4.75,38.0,Sri,8
1709,S Joseph,23,27,8,327,353,0,0,2,35,15,7.865,122.4,West,44
1710,S Lee,45,35,8,477,500,0,0,3,31,7,17.66,95.4,Australia,47
1711,S Madan Lal,106,97,30,1443,1652,0,6,8,95,4,20.869999999999997,54.765,India,74
1712,S Mahmood,19,9,4,35,45,0,0,1,2,1,7.0,77.77,England,12
1713,S Mushtaq Ali,11,20,1,612,0,2,3,1,0,0,32.21,0.0,India,112
1714,S Muthusamy,11,12,4,190,420,0,1,1,16,3,16.75,69.89666666666666,South,68
1715,S O'Linn,7,12,1,297,125,0,2,0,23,1,27.0,21.6,South,98
1716,S Prasanna,60,57,9,635,606,0,2,7,42,39,13.83,113.755,Sri,95
1717,S Ramadhin,43,58,14,361,19,0,0,14,20,0,8.2,15.78,West,44
1718,S Ramesh,43,61,2,2013,4030,2,14,6,229,1,33.025,52.835,India,143
1719,S Ranatunga,22,28,1,784,2152,2,4,1,66,0,28.09,40.370000000000005,Sri,118
1720,S Randiv,50,37,3,435,868,0,1,5,45,1,10.226666666666667,79.08,Sri,56
1721,S Samarawickrama,78,77,8,1879,2045,2,10,10,202,11,24.86,92.86,Sri,108
1722,S Shillingford,16,26,6,266,628,0,1,7,30,9,13.3,42.35,West,53
1723,S Shivnarine,8,14,1,379,0,0,4,2,37,0,29.15,0.0,West,63
1724,S Sreesanth,37,43,15,301,553,0,0,11,42,4,15.2,97.49,India,35
1725,S Sriram,8,7,1,81,135,0,1,1,9,0,13.5,60.0,India,57
1726,S Venkataraghavan,72,85,16,802,745,0,2,15,52,3,11.24,40.325,India,64
1727,S Viswanath,22,12,4,72,139,0,0,0,5,0,9.0,51.79,India,23
1728,S Wazir Ali,7,14,0,237,0,0,0,1,0,0,16.92,0.0,India,42
1729,S Wettimuny,58,76,2,2007,3646,2,10,6,160,2,26.814999999999998,44.39,Sri,190
1730,S van Zyl,12,17,2,395,778,1,0,2,59,0,26.33,50.77,South,101
1731,SA Abbott,52,31,7,410,423,0,2,3,34,14,13.44,99.62,Australia,69
1732,SA Durani,29,50,2,1202,613,1,7,4,118,15,25.04,39.64,India,104
1733,SA Thomson,75,87,14,1922,3540,1,10,5,196,14,26.924999999999997,56.44,New,120
1734,SA Yadav,120,114,16,3371,2291,4,25,8,317,165,31.980000000000004,136.045,India,117
1735,SAR Silva,29,36,2,794,1177,2,3,2,49,0,23.630000000000003,46.22,Sri,111
1736,SB Bangar,27,33,4,650,1686,1,4,5,71,6,21.605,53.894999999999996,India,100
1737,SB Doull,74,77,24,742,1040,0,0,12,88,14,13.445,79.19,New,46
1738,SB Joshi,84,64,13,936,1487,0,2,6,83,21,18.935000000000002,65.815,India,92
1739,SB Smith,28,24,2,861,1319,2,8,1,67,0,39.13,65.27,Australia,117
1740,SB Styris,248,238,29,6647,9217,9,35,14,598,106,29.97333333333333,83.47,New,170
1741,SC Cook,11,19,0,632,1402,3,2,3,66,0,33.26,45.07,South,117
1742,SC Ganguly,421,485,40,18433,29305,38,106,29,2004,246,41.56,62.45,India,239
1743,SC Joseph,13,11,1,161,302,0,1,2,11,2,16.1,53.31,West,58
1744,SC Khanna,10,10,2,176,265,0,2,1,16,2,22.0,66.41,India,56
1745,SC Kuggeleijn,18,8,4,79,37,0,0,2,5,7,19.75,213.51,New,35
1746,SC Williams,88,107,9,2769,4769,2,15,12,348,18,28.25,57.995,West,128
1747,SCJ Broad,344,338,76,4309,6434,1,13,49,480,68,12.566666666666668,79.97333333333334,England,169
1748,SD Anurasiri,63,40,17,153,523,0,0,5,6,0,7.84,32.065,Sri,24
1749,SD Hope,231,261,28,8721,12434,20,40,11,756,179,33.99,86.21333333333332,West,170
1750,SD Jack,2,2,0,7,8,0,0,0,0,0,3.5,87.5,South,6
1751,SD Parry,5,1,0,1,1,0,0,0,0,0,1.0,100.0,England,1
1752,SE Bond,102,48,25,313,405,0,0,4,21,9,10.209999999999999,88.02000000000001,New,31
1753,SE Findlay,11,10,1,178,225,0,1,0,18,5,18.425,89.235,West,59
1754,SE Gregory,58,100,7,2282,174,4,8,12,129,0,24.53,41.37,Australia,201
1755,SE Marsh,126,155,7,5293,8819,13,25,15,526,54,31.096666666666668,76.02666666666666,Australia,182
1756,SE Rutherford,52,45,9,1153,937,1,9,4,94,62,45.895,124.595,West,113
1757,SFAF Bacchus,48,56,3,1394,1556,1,6,9,128,4,26.33,55.18,West,250
1758,SG Barnes,13,19,2,1072,1990,3,5,1,93,2,63.05,40.95,Australia,234
1759,SG Borthwick,1,1,0,14,16,0,0,0,2,0,14.0,87.5,England,14
1760,SG Law,54,51,5,1237,1643,1,7,3,72,8,26.89,75.28,Australia,110
1761,SHA Rance,8,3,0,10,21,0,0,0,0,0,3.33,47.61,New,8
1762,SHT Kandamby,44,40,6,883,1271,0,5,3,71,0,16.125,65.75,Sri,93
1763,SHU Karnain,19,17,5,229,386,0,0,2,8,3,19.08,59.32,Sri,41
1764,SI Mahmood,4,2,2,1,2,0,0,0,0,0,0.0,50.0,England,1
1765,SI de Saram,19,18,2,300,554,0,0,0,27,1,20.015,54.48,Sri,39
1766,SJ Benn,97,76,16,705,1084,0,0,13,82,17,11.51,74.83666666666666,West,42
1767,SJ Cook,4,4,0,67,118,0,0,1,4,0,16.75,56.77,South,35
1768,SJ Erwee,10,19,1,479,1107,1,1,2,56,0,26.61,43.27,South,108
1769,SJ McCabe,39,62,5,2748,3217,6,13,4,241,5,48.21,60.02,Australia,232
1770,SJ Palframan,7,4,0,55,80,0,0,0,8,0,13.75,68.75,South,28
1771,SJ Pegler,16,28,5,356,171,0,0,6,10,1,15.47,62.57,South,35
1772,SJ Snooke,26,46,1,1008,600,1,5,1,49,0,22.4,43.16,South,103
1773,SK Raina,322,291,48,7988,8640,7,48,25,721,182,30.323333333333334,93.83666666666666,India,120
1774,SK Ranasinghe,4,3,0,55,81,0,0,1,3,0,18.33,67.9,Sri,41
1775,SK Sharma,23,12,4,80,135,0,0,2,4,0,10.0,59.25,India,28
1776,SK Springer,2,1,0,7,6,0,0,0,1,0,7.0,116.66,West,7
1777,SK Warne,338,305,45,4170,6881,0,13,44,413,50,15.17,64.825,Australia,99
1778,SKL de Silva,14,10,5,197,346,0,2,1,19,0,35.83,53.464999999999996,Sri,57
1779,SL Campbell,142,180,4,5165,11012,6,32,16,580,16,29.310000000000002,49.75,West,208
1780,SL Malinga,340,189,61,978,1541,0,2,43,90,32,8.25,67.79666666666667,Sri,64
1781,SLV Raju,28,34,10,240,756,0,0,3,12,0,10.0,29.89,India,31
1782,SM Curran,117,99,17,1768,2206,0,6,8,154,58,21.26666666666667,93.52333333333333,England,95
1783,SM Davies,13,13,0,346,313,0,1,1,48,0,25.45,115.005,England,87
1784,SM Gavaskar,233,316,30,13214,19150,35,72,20,1142,47,43.125,52.805,India,236
1785,SM Katich,104,143,11,5581,10456,11,34,7,636,15,38.43666666666667,88.3,Australia,157
1786,SM Nurse,29,54,1,2523,1958,6,10,3,230,11,47.6,48.82,West,258
1787,SM Patil,74,89,5,2593,3326,4,16,8,258,21,30.72,72.275,India,174
1788,SM Pollock,414,361,111,7060,11000,2,29,32,628,94,23.310000000000002,86.97333333333331,South,111
1789,SM Warnapura,17,27,1,856,1488,2,7,6,103,2,23.674999999999997,52.095,Sri,120
1790,SMA Priyanjan,26,23,4,474,584,0,2,0,48,5,38.665,83.77000000000001,Sri,74
1791,SMH Kirmani,137,155,35,3132,4892,2,12,9,251,3,23.88,52.105,India,102
1792,SMLD Samarakoon,1,1,0,1,3,0,0,0,0,0,1.0,33.33,Sri,1
1793,SMS Kaluperuma,4,8,0,88,310,0,0,1,11,0,11.0,28.38,Sri,23
1794,SMSM Senanayake,73,45,17,346,377,0,0,8,34,7,11.254999999999999,89.03999999999999,Sri,42
1795,SN Khan,6,11,1,371,495,1,3,3,44,8,37.1,74.94,India,150
1796,SN McGregor,25,47,2,892,74,1,3,5,3,0,19.82,9.45,New,111
1797,SN Thakur,85,52,10,775,981,0,5,6,82,22,19.72,115.50666666666666,India,67
1798,SNJ O'Keefe,7,5,0,32,26,0,0,0,4,1,6.4,123.07,Australia,22
1799,SO Dowrich,35,62,8,1570,3341,3,9,8,178,11,29.07,46.99,West,125
1800,SO Hetmyer,142,141,8,3493,3484,5,15,7,275,143,26.666666666666668,101.69666666666666,West,139
1801,SP Fleming,395,462,31,15289,26951,17,95,33,1759,89,31.49,82.21,New,274
1802,SP Gupte,36,42,13,183,0,0,0,6,2,0,6.31,0.0,India,21
1803,SP Narine,116,68,20,518,579,0,0,10,49,17,10.665,97.31,West,36
1804,SP O'Donnell,87,64,15,1242,1534,0,9,5,72,28,25.34,80.96,Australia,74
1805,SPD Smith,356,421,56,17371,27058,48,83,20,1760,146,41.38666666666666,88.69666666666667,Australia,239
1806,SR Clark,39,12,7,69,88,0,0,1,6,1,13.8,78.4,Australia,16
1807,SR Gillespie,19,11,5,70,106,0,0,1,4,1,11.66,66.03,New,18
1808,SR Harmer,10,14,2,221,624,0,0,0,19,1,18.41,35.41,South,47
1809,SR Patel,54,36,9,671,690,0,2,3,54,17,23.94,101.235,England,70
1810,SR Tendulkar,664,782,74,34357,50817,100,164,34,4076,264,36.20333333333333,74.53333333333333,India,248
1811,SR Watson,307,334,36,10950,14465,14,67,21,1168,245,34.99,96.11666666666667,Australia,185
1812,SR Waugh,493,548,104,18496,32432,35,95,37,1705,88,41.980000000000004,62.275,Australia,200
