,Country,Player,Matches,Innings,Not_Out,Runs,Highest_score,Average,Ball_Faced,Strike_Rate,Hundreds,Fiftys,Zeros,Fours,Sixes,Start_Year,End/Current_Year,Format,Careerspan
2566,West_Indies_Indies,ED Weekes,48,81,5,4455,207,58.61,0,0.0,15,19,6,258,2,1948,1958,Test,10
1569,Australia,M Labuschagne,58,104,8,4435,215,46.19,8583,51.67,11,23,4,493,12,2018,2025,Test,7
448,England,KP Pietersen,134,123,16,4422,130,41.32,5100,86.7,9,25,7,427,76,2004,2013,ODI,9
1570,Australia,KJ Hughes,70,124,6,4415,213,37.41,10081,42.84,9,22,10,444,27,1977,1984,Test,7
13,India,NS Sidhu,136,127,8,4413,134,37.08,6329,69.72,6,33,7,335,44,1987,1998,ODI,11
1832,England,MW Gatting,79,138,14,4409,207,35.55,9764,45.15,10,21,16,552,11,1978,1995,Test,17
1571,Australia,DR Martyn,67,109,14,4406,165,46.37,8569,51.41,13,23,7,513,10,1992,2006,Test,14
2567,West_Indies_Indies,AI Kallicharran,66,109,10,4399,187,44.43,4217,45.69,12,21,10,422,12,1972,1981,Test,9
1833,England,APE Knott,95,149,15,4389,135,32.75,8870,44.43,5,30,8,491,6,1967,1981,Test,14
602,New_Zealand_Zealand,CZ Harris,250,213,62,4379,130,29.0,6583,66.51,1,16,12,275,43,1990,2004,ODI,14
1410,India,M Amarnath,69,113,10,4378,138,42.5,5112,42.23,11,24,12,301,21,1969,1988,Test,19
603,New_Zealand_Zealand,TWM Latham,157,144,18,4361,145,34.61,5090,85.67,8,26,14,364,60,2012,2025,ODI,13
167,Australia,GR Marsh,117,115,6,4357,126,39.97,7790,55.93,9,22,4,302,22,1986,1992,ODI,6
1572,Australia,IA Healy,119,182,23,4356,161,27.39,8760,49.72,4,22,18,425,5,1988,1999,Test,11
449,England,ME Trescothick,123,122,6,4335,137,37.37,5087,85.21,12,21,13,528,41,2000,2006,ODI,6
2568,West_Indies_Indies,RC Fredericks,59,109,7,4334,169,42.49,4335,46.52,8,26,7,352,8,1968,1977,Test,9
1411,India,RG Sharma,67,116,10,4301,212,40.57,7538,57.05,12,18,6,473,88,2013,2024,Test,11
450,England,GA Gooch,125,122,6,4290,142,36.98,6932,61.88,8,23,4,407,15,1976,1995,ODI,19
1834,England,MA Butcher,71,131,7,4288,173,34.58,10005,42.85,8,23,10,559,3,1997,2004,Test,7
451,England,JJ Roy,116,110,3,4271,180,39.91,4047,105.53,12,21,11,511,81,2015,2023,ODI,8
1835,England,PD Collingwood,68,115,10,4259,206,40.56,9170,46.44,10,20,6,470,24,2003,2011,Test,8
1836,England,RA Smith,62,112,15,4236,175,43.67,9279,45.65,9,28,8,558,11,1988,1996,Test,8
2112,Pakistan,Babar Azam,59,108,9,4235,196,42.77,7788,54.37,9,29,8,494,23,2016,2025,Test,9
2739,India,RG Sharma,159,151,19,4231,121,32.05,3003,140.89,5,32,12,383,205,2007,2024,T20,17
3202,Pakistan,Babar Azam,128,121,15,4223,122,39.83,3268,129.22,3,36,7,447,73,2016,2024,T20,8
452,England,AJ Strauss,127,126,8,4205,158,35.63,5195,80.94,6,27,9,454,25,2003,2011,ODI,8
1573,Australia,SM Katich,56,99,6,4188,157,45.03,8483,49.36,10,25,4,490,9,2001,2010,Test,9
2740,India,V Kohli,125,117,31,4188,122,48.69,3056,137.04,1,38,7,369,124,2010,2024,T20,14
2262,South_Africa_Africa,F du Plessis,69,118,14,4163,199,40.02,8986,46.32,10,21,9,516,21,2012,2021,Test,9
1412,India,G Gambhir,58,104,5,4154,206,41.95,8067,51.49,9,22,7,518,10,2004,2016,Test,12
2416,Sri_Lanka_Lanka,DM de Silva,65,115,9,4133,173,38.99,7089,58.3,12,19,10,499,36,2016,2025,Test,9
2113,Pakistan,Mudassar Nazar,76,116,8,4114,231,38.09,8916,41.22,10,17,7,358,1,1976,1989,Test,13
1837,England,MJ Prior,79,123,21,4099,131,40.18,6647,61.66,7,28,13,492,16,2007,2014,Test,7
14,India,K Srikkanth,146,145,4,4091,123,29.01,5702,71.74,4,27,11,405,41,1981,1992,ODI,11
2114,Pakistan,Saeed Anwar,55,91,2,4052,188,45.52,7265,55.77,11,25,8,535,14,1990,2001,Test,11
453,England,AJ Lamb,122,118,16,4010,118,39.31,5308,75.54,4,26,8,328,30,1982,1992,ODI,10
168,Australia,GJ Maxwell,149,136,18,3990,201,33.81,3149,126.7,4,23,12,382,155,2012,2025,ODI,13
1413,India,M Vijay,61,105,1,3982,167,38.28,8601,46.29,12,15,8,467,33,2008,2018,Test,10
1338,Afghanistan,Rahmat Shah,123,118,5,3975,114,35.17,5579,71.24,5,31,5,344,40,2013,2025,ODI,12
1574,Australia,TM Head,60,101,6,3963,175,41.71,5856,67.67,9,20,7,484,32,2018,2025,Test,7
1049,Sri_Lanka_Lanka,RP Arnold,180,155,43,3950,103,35.26,5443,72.57,1,28,7,284,21,1997,2007,ODI,10
2115,Pakistan,Majid Khan,63,106,5,3931,167,38.92,3742,45.64,8,19,9,325,9,1964,1983,Test,19
2569,West_Indies_Indies,MN Samuels,71,127,7,3917,260,32.64,8219,47.65,7,24,14,537,32,2000,2016,Test,16
2116,Pakistan,Hanif Mohammad,55,97,8,3915,337,43.98,1204,35.29,12,15,5,201,2,1952,1969,Test,17
1050,Sri_Lanka_Lanka,AP Gurusinha,147,143,5,3902,117,28.27,6409,60.88,2,22,12,279,42,1985,1996,ODI,11
604,New_Zealand_Zealand,JG Wright,149,148,1,3891,101,26.46,6804,57.18,1,24,9,370,15,1978,1992,ODI,14
454,England,JM Bairstow,107,98,8,3868,141,42.97,3758,102.92,11,17,9,437,92,2011,2023,ODI,12
2570,West_Indies_Indies,FMM Worrell,51,87,9,3860,261,49.48,488,40.16,9,22,11,240,11,1948,1963,Test,15
905,South_Africa_Africa,DJ Cullinan,138,133,16,3860,124,32.99,5492,70.28,3,23,10,298,33,1993,2000,ODI,7
1051,Sri_Lanka_Lanka,LD Chandimal,157,142,21,3854,111,31.85,5191,74.24,4,24,11,262,43,2010,2022,ODI,12
455,England,GA Hick,120,118,15,3846,126,37.33,5191,74.08,5,27,10,278,41,1991,2001,ODI,10
1838,England,IJL Trott,52,93,6,3835,226,44.08,8128,47.18,9,19,8,451,0,2009,2015,Test,6
1414,India,RJ Shastri,80,121,14,3830,206,35.79,7440,36.88,11,12,9,303,22,1981,1992,Test,11
1415,India,RA Jadeja,84,126,25,3824,175,37.86,6947,55.04,5,26,8,377,75,2012,2025,Test,13
2117,Pakistan,Imran Khan,88,126,25,3807,136,37.69,6588,47.52,6,18,8,316,55,1971,1992,Test,21
2571,West_Indies_Indies,CL Walcott,44,74,7,3798,220,56.68,0,0.0,15,14,1,107,11,1948,1960,Test,12
1839,England,A Flintoff,78,128,9,3795,167,31.89,6134,61.86,5,26,17,511,78,1998,2009,Test,11
1962,New_Zealand_Zealand,BJ Watling,75,117,16,3790,205,37.52,8894,42.61,8,19,10,429,8,2009,2021,Test,12
1052,Sri_Lanka_Lanka,HP Tillakaratne,200,168,40,3789,104,29.6,6588,57.51,2,13,10,224,10,1986,2003,ODI,17
15,India,N Kapil Dev,225,198,39,3783,175,23.79,3979,95.07,1,14,13,291,67,1978,1994,ODI,16
2263,South_Africa_Africa,SM Pollock,108,156,39,3781,111,32.31,7198,52.52,2,16,9,412,35,1995,2008,Test,13
1416,India,KL Rahul,62,109,4,3768,199,35.88,7166,52.58,10,19,9,454,26,2014,2025,Test,11
1575,Australia,SR Watson,59,109,3,3731,176,35.19,7094,52.59,4,24,6,483,31,2005,2015,Test,10
757,Pakistan,Wasim Akram,356,280,55,3717,86,16.52,4208,88.33,0,6,28,247,121,1984,2003,ODI,19
2264,South_Africa_Africa,WJ Cronje,68,111,9,3714,135,36.41,8320,44.63,6,23,11,409,33,1992,2000,Test,8
1053,Sri_Lanka_Lanka,RS Kaluwitharana,189,181,14,3711,102,22.22,4776,77.7,2,23,24,411,17,1990,2004,ODI,14
758,Pakistan,Imran Khan,175,151,40,3709,102,33.41,5105,72.65,1,19,6,222,45,1974,1992,ODI,18
2265,South_Africa_Africa,T Bavuma,64,110,13,3708,172,38.22,7544,49.15,4,25,10,425,16,2014,2025,Test,11
3014,England,JC Buttler,137,126,23,3700,101,35.92,2516,147.05,1,27,8,333,160,2011,2025,T20,14
1199,West_Indies_Indies,PV Simmons,143,138,11,3675,122,28.93,5407,67.96,5,18,14,376,44,1987,1999,ODI,12
1339,Afghanistan,Mohammad Nabi,173,151,16,3667,136,27.16,4196,87.39,2,17,6,241,113,2009,2025,ODI,16
2266,South_Africa_Africa,AG Prince,66,104,16,3665,162,41.64,8385,43.7,11,11,7,397,13,2002,2011,Test,9
1840,England,SCJ Broad,167,244,41,3662,169,18.03,5607,65.31,1,13,39,438,55,2007,2023,Test,16
2118,Pakistan,Mohammad Hafeez,55,105,8,3652,224,37.64,6520,56.01,10,12,8,455,28,2003,2018,Test,15
759,Pakistan,Fakhar Zaman,86,85,6,3651,210,46.21,3890,93.85,11,17,6,410,79,2017,2025,ODI,8
2119,Pakistan,Mushtaq Mohammad,57,100,7,3643,201,39.17,2721,32.81,10,19,4,283,4,1959,1979,Test,20
456,England,NV Knight,100,100,10,3637,125,40.41,5085,71.52,5,25,6,327,21,1996,2003,ODI,7
1576,Australia,RW Marsh,96,150,13,3633,132,26.51,7254,45.98,3,16,12,381,24,1970,1984,Test,14
1577,Australia,DM Jones,52,89,11,3631,216,46.55,7427,48.88,11,14,11,361,10,1984,1992,Test,8
1417,India,PR Umrigar,59,94,8,3631,223,42.22,1,0.0,12,14,5,141,4,1948,1962,Test,14
1841,England,DL Amiss,50,88,10,3612,262,46.3,7745,41.39,11,11,10,427,3,1966,1977,Test,11
1842,England,AW Greig,58,93,4,3599,148,40.43,7251,46.03,8,20,5,437,19,1972,1977,Test,5
906,South_Africa_Africa,L Klusener,171,137,50,3576,103,41.1,3977,89.91,2,19,13,293,76,1996,2004,ODI,8
2120,Pakistan,Asif Iqbal,58,99,7,3575,175,38.85,2902,48.65,11,12,9,319,17,1964,1980,Test,16
1843,England,OJ Pope,60,105,5,3558,205,35.58,5526,64.38,9,16,5,418,18,2018,2025,Test,7
2572,West_Indies_Indies,DM Bravo,56,102,5,3538,218,36.47,7886,44.86,8,17,5,404,41,2010,2020,Test,10
1578,Australia,AR Morris,46,79,3,3533,206,46.48,1728,44.79,12,12,4,229,10,1946,1955,Test,9
3107,New_Zealand_Zealand,MJ Guptill,122,118,7,3531,105,31.81,2602,135.7,2,20,3,309,173,2009,2022,T20,13
1844,England,EH Hendren,51,83,9,3525,205,47.63,3468,47.08,7,21,4,209,9,1920,1935,Test,15
169,Australia,MA Taylor,113,110,1,3514,105,32.23,5908,59.47,1,28,4,273,7,1989,1997,ODI,8
16,India,DB Vengsarkar,129,120,19,3508,105,34.73,5179,67.73,1,23,7,228,24,1976,1991,ODI,15
1418,India,R Ashwin,106,151,15,3503,124,25.75,6423,54.53,6,14,9,399,23,2011,2024,Test,13
2267,South_Africa_Africa,B Mitchell,42,80,9,3471,189,48.88,158,29.11,8,21,3,41,1,1929,1949,Test,20
304,Bangladesh,Mohammad Ashraful,175,168,13,3468,109,22.37,4946,70.11,3,20,13,354,29,2001,2013,ODI,12
457,England,BA Stokes,114,99,15,3463,182,41.22,3619,95.68,5,24,7,282,109,2011,2023,ODI,12
1963,New_Zealand_Zealand,BE Congdon,61,114,7,3448,176,32.22,4280,33.22,7,19,9,221,12,1965,1978,Test,13
1964,New_Zealand_Zealand,JR Reid,58,108,5,3428,142,33.28,128,34.37,6,22,5,267,33,1949,1965,Test,16
1419,India,RR Pant,47,82,5,3427,159,44.5,4621,74.16,8,18,3,369,90,2018,2025,Test,7
3203,Pakistan,Mohammad Rizwan,106,93,21,3414,104,47.41,2723,125.37,1,30,5,285,95,2015,2024,T20,9
1579,Australia,C Hill,49,89,2,3412,191,39.21,931,75.08,7,19,9,192,1,1896,1912,Test,16
1845,England,GA Hick,65,114,6,3383,178,31.32,6920,48.88,6,18,11,450,22,1991,2001,Test,10
1580,Australia,GM Wood,59,112,6,3374,172,31.83,6862,40.29,9,13,9,316,8,1978,1988,Test,10
2573,West_Indies_Indies,PJL Dujon,81,115,11,3322,139,31.94,6202,45.82,5,16,8,344,11,1981,1991,Test,10
1965,New_Zealand_Zealand,CL Cairns,62,104,5,3320,158,33.53,5815,57.09,5,22,7,365,87,1989,2004,Test,15
2121,Pakistan,Ijaz Ahmed,60,92,4,3315,211,37.67,7323,45.22,12,12,7,417,23,1987,2001,Test,14
605,New_Zealand_Zealand,AC Parore,179,161,32,3314,108,25.68,4867,68.09,1,14,19,169,36,1992,2002,ODI,10
2268,South_Africa_Africa,Q de Kock,54,91,6,3300,141,38.82,4652,70.93,6,22,7,411,33,2014,2021,Test,7
907,South_Africa_Africa,HH Dippenaar,101,89,14,3300,125,44.0,4887,67.52,4,25,3,317,16,1999,2006,ODI,7
458,England,A Flintoff,138,119,16,3293,123,31.97,3694,89.14,3,18,9,299,92,1999,2009,ODI,10
1846,England,FE Woolley,64,98,7,3283,154,36.07,1488,60.61,5,23,13,179,15,1909,1934,Test,25
2833,Australia,DA Warner,110,110,12,3277,100,33.43,2300,142.47,1,28,6,337,122,2009,2024,T20,15
1847,England,KWR Fletcher,59,96,14,3272,216,39.9,7491,38.63,7,19,6,347,6,1968,1982,Test,14
760,Pakistan,Moin Khan,219,183,41,3266,72,23.0,4017,81.3,0,12,17,218,61,1990,2004,ODI,14
1581,Australia,BJ Haddin,66,112,13,3266,169,32.98,5587,58.45,4,18,8,363,54,2008,2015,Test,7
2269,South_Africa_Africa,ND McKenzie,58,94,7,3253,226,37.39,7744,42.0,5,16,9,409,22,2000,2009,Test,9
2574,West_Indies_Indies,CC Hunte,44,78,6,3245,260,45.06,1750,38.74,8,13,5,190,3,1958,1967,Test,9
1054,Sri_Lanka_Lanka,MDKJ Perera,116,111,5,3237,135,30.53,3485,92.88,6,17,12,362,52,2013,2023,ODI,10
761,Pakistan,Kamran Akmal,157,138,14,3236,124,26.09,3855,83.94,5,10,10,378,37,2002,2017,ODI,15
1848,England,Z Crawley,58,105,2,3235,267,31.4,4956,65.27,5,18,10,452,12,2019,2025,Test,6
1420,India,VL Manjrekar,55,92,10,3208,189,39.12,0,0.0,7,15,11,186,0,1951,1965,Test,14
459,England,AN Cook,92,92,4,3204,137,36.4,4154,77.13,5,19,7,363,10,2006,2014,ODI,8
1421,India,NS Sidhu,51,78,2,3202,201,42.13,7135,44.33,9,15,9,358,38,1983,1999,Test,16
762,Pakistan,Umar Akmal,121,110,17,3194,102,34.34,3712,86.04,2,20,8,268,53,2009,2019,ODI,10
1055,Sri_Lanka_Lanka,HDRL Thirimanne,127,106,14,3194,139,34.71,4419,72.27,4,21,7,246,25,2010,2019,ODI,9
908,South_Africa_Africa,SM Pollock,294,196,70,3193,90,25.34,3732,85.55,0,13,20,212,55,1996,2008,ODI,12
2575,West_Indies_Indies,HA Gomes,60,91,11,3171,143,39.63,5538,41.27,9,13,5,245,2,1976,1987,Test,11
460,England,DI Gower,114,111,8,3170,158,30.77,4218,75.15,7,12,6,290,22,1978,1991,ODI,13
1582,Australia,VT Trumper,48,89,8,3163,214,39.04,1337,69.55,8,13,7,242,4,1899,1912,Test,13
1583,Australia,SK Warne,145,199,17,3154,99,17.32,5470,57.65,0,12,34,353,37,1992,2007,Test,15
763,Pakistan,Imam-ul-Haq,75,74,7,3152,151,47.04,3846,81.95,9,20,3,253,30,2017,2025,ODI,8
606,New_Zealand_Zealand,KR Rutherford,121,115,9,3143,108,29.65,4888,64.3,2,18,6,223,17,1985,1995,ODI,10
1966,New_Zealand_Zealand,Sir RJ Hadlee,86,134,19,3124,151,27.16,4611,57.34,2,15,12,323,33,1973,1990,Test,17
170,Australia,BJ Haddin,126,115,16,3122,110,31.53,3706,84.24,2,16,2,296,71,2001,2015,ODI,14
2834,Australia,AJ Finch,103,103,12,3120,172,34.28,2189,142.53,2,19,8,309,125,2011,2022,T20,11
1967,New_Zealand_Zealand,CD McMillan,55,91,10,3116,142,38.46,5670,54.95,6,19,7,367,54,1997,2005,Test,8
1200,West_Indies_Indies,DM Bravo,122,117,14,3109,124,30.18,4434,70.11,4,18,9,252,75,2009,2022,ODI,13
17,India,RJ Shastri,150,128,21,3108,109,29.04,5089,61.07,4,18,5,206,25,1981,1992,ODI,11
1584,Australia,CC McDonald,47,83,4,3107,170,39.32,1844,44.41,5,17,2,158,3,1952,1961,Test,9
2576,West_Indies_Indies,BF Butcher,44,78,6,3104,209,43.11,1979,48.35,7,16,3,227,6,1958,1969,Test,11
1849,England,MM Ali,68,118,8,3094,155,28.12,5973,51.79,5,15,15,375,34,2014,2023,Test,9
18,India,SM Gavaskar,108,102,14,3092,103,35.13,4966,62.26,1,27,8,234,21,1974,1987,ODI,13
2417,Sri_Lanka_Lanka,WPUJC Vaas,111,162,35,3089,100,24.32,7033,43.92,1,13,12,376,16,1994,2009,Test,15
171,Australia,DS Lehmann,117,101,22,3078,119,38.96,3784,81.34,4,17,4,227,14,1996,2005,ODI,9
2577,West_Indies_Indies,JO Holder,69,123,20,3073,202,29.83,5595,54.92,3,14,11,359,55,2014,2024,Test,10
1585,Australia,AL Hassett,43,69,3,3073,198,46.56,2297,44.44,10,11,1,235,8,1938,1953,Test,15
1422,India,CG Borde,55,97,11,3061,177,35.59,238,29.41,5,18,13,270,1,1958,1969,Test,11
172,Australia,GJ Bailey,90,85,10,3044,156,40.58,3645,83.51,3,22,3,222,57,2012,2016,ODI,4
19,India,KL Rahul,85,79,17,3043,112,49.08,3451,88.17,7,18,3,235,67,2016,2025,ODI,9
2122,Pakistan,Sarfaraz Ahmed,54,95,14,3031,118,37.41,4320,70.16,4,21,4,309,9,2010,2023,Test,13
1700,Bangladesh,Habibul Bashar,50,99,1,3026,113,30.87,5020,60.27,3,24,7,401,4,2000,2008,Test,8
2578,West_Indies_Indies,JC Adams,54,90,17,3012,208,41.26,8017,37.57,6,14,7,313,4,1992,2001,Test,9
2270,South_Africa_Africa,AK Markram,46,84,2,2993,152,36.5,5016,59.66,8,13,7,426,14,2017,2025,Test,8
1968,New_Zealand_Zealand,GM Turner,41,73,6,2991,259,44.64,4061,34.0,7,14,1,223,0,1969,1983,Test,14
2123,Pakistan,Saeed Ahmed,41,78,4,2991,172,40.41,715,48.81,5,16,2,140,4,1958,1973,Test,15
1969,New_Zealand_Zealand,HM Nicholls,56,87,7,2973,200,37.16,5922,50.2,9,12,6,322,9,2016,2023,Test,7
1201,West_Indies_Indies,DJ Bravo,164,141,24,2968,112,25.36,3606,82.3,2,10,11,240,58,2004,2014,ODI,10
2124,Pakistan,Taufeeq Umar,44,83,5,2963,236,37.98,6626,44.71,7,14,6,404,4,2001,2014,Test,13
20,India,AM Rahane,90,87,3,2962,111,35.26,3767,78.63,3,24,6,293,33,2011,2018,ODI,7
2271,South_Africa_Africa,AD Nourse,34,62,7,2960,231,53.81,108,63.88,9,14,3,115,6,1935,1951,Test,16
1586,Australia,KR Miller,55,87,7,2958,147,36.97,1221,50.45,7,13,5,184,28,1946,1956,Test,10
2272,South_Africa_Africa,HW Taylor,42,76,4,2936,176,40.77,0,0.0,7,17,2,61,7,1912,1932,Test,20
1701,Bangladesh,Litton Das,50,88,2,2929,141,34.05,4967,58.96,4,18,2,358,18,2015,2025,Test,10
1970,New_Zealand_Zealand,AH Jones,39,74,8,2922,186,44.27,7443,39.25,7,11,2,245,8,1987,1995,Test,8
1702,Bangladesh,Mahmudullah,50,94,7,2914,150,33.49,5456,53.4,5,16,11,338,24,2009,2021,Test,12
1850,England,JC Buttler,57,100,9,2907,152,31.94,5365,54.18,2,18,9,340,33,2014,2022,Test,8
2580,West_Indies_Indies,D Ramdin,74,126,14,2898,166,25.87,5945,48.74,4,15,9,376,6,2005,2016,Test,11
2579,West_Indies_Indies,J Blackwood,56,102,6,2898,112,30.18,5373,53.93,3,18,7,347,36,2014,2023,Test,9
2125,Pakistan,Wasim Akram,104,147,19,2898,257,22.64,5389,52.82,3,7,17,324,57,1985,2002,Test,17
2581,West_Indies_Indies,SL Campbell,52,93,4,2882,208,32.38,7159,40.25,4,18,7,373,9,1995,2002,Test,7
1202,West_Indies_Indies,WW Hinds,119,111,10,2880,127,28.51,4393,65.55,5,14,8,261,50,1999,2010,ODI,11
1971,New_Zealand_Zealand,AC Parore,78,128,19,2865,110,26.28,7399,38.72,2,14,6,316,12,1990,2002,Test,12
1587,Australia,WW Armstrong,50,84,10,2863,159,38.68,2185,54.82,6,8,6,191,7,1902,1921,Test,19
1588,Australia,GR Marsh,50,93,7,2854,138,33.18,8124,35.13,4,15,3,307,1,1985,1992,Test,7
21,India,SS Iyer,70,65,6,2845,128,48.22,2845,100.0,5,22,1,262,72,2017,2025,ODI,8
2126,Pakistan,Ramiz Raja,57,94,5,2833,122,31.83,5691,45.49,2,22,7,307,3,1984,1997,Test,13
2127,Pakistan,Aamer Sohail,47,83,3,2823,205,35.28,5103,55.32,5,13,6,383,8,1992,2000,Test,8
2128,Pakistan,Wasim Raja,57,92,14,2821,125,36.16,3646,51.26,4,18,8,275,27,1973,1985,Test,12
461,England,IJL Trott,68,65,10,2819,137,51.25,3658,77.06,4,22,5,216,3,2009,2013,ODI,4
1203,West_Indies_Indies,AL Logie,158,133,36,2809,109,28.95,3801,73.9,1,14,13,209,9,1981,1993,ODI,12
1589,Australia,KR Stackpole,43,80,5,2807,207,37.42,3449,49.43,7,14,5,292,10,1966,1974,Test,8
22,India,RA Jadeja,204,137,51,2806,87,32.62,3284,85.44,0,13,6,205,54,2009,2025,ODI,16
173,Australia,MR Marsh,93,89,11,2794,177,35.82,2923,95.58,3,19,7,257,94,2011,2024,ODI,13
1423,India,MAK Pataudi,46,83,3,2793,203,34.91,1772,35.72,6,16,7,315,19,1961,1975,Test,14
607,New_Zealand_Zealand,AH Jones,87,87,9,2784,93,35.69,4811,57.86,0,25,4,199,8,1987,1995,ODI,8
1590,Australia,NCL O'Neill,42,69,8,2779,181,45.55,1918,42.59,6,15,6,222,4,1958,1965,Test,7
1972,New_Zealand_Zealand,MH Richardson,38,65,3,2776,145,44.77,7370,37.66,4,19,1,344,4,2000,2004,Test,4
1851,England,BM Duckett,37,68,3,2775,182,42.69,3213,86.36,6,15,5,359,16,2016,2025,Test,9
23,India,Shubman Gill,55,55,8,2775,208,59.04,2787,99.56,8,15,1,313,59,2019,2025,ODI,6
174,Australia,SE Marsh,73,72,4,2773,151,40.77,3406,81.41,7,15,3,247,36,2008,2019,ODI,11
175,Australia,TM Head,73,70,7,2767,154,43.92,2638,104.89,6,17,3,315,67,2016,2025,ODI,9
1852,England,M Leyland,41,65,5,2764,187,46.06,4266,39.96,9,10,6,177,7,1928,1938,Test,10
1424,India,SMH Kirmani,88,124,22,2759,102,27.04,4276,43.66,2,12,7,227,3,1976,1986,Test,10
2418,Sri_Lanka_Lanka,N Dickwella,54,96,7,2757,96,30.97,4148,66.46,0,22,4,304,11,2014,2023,Test,9
1591,Australia,GN Yallop,39,70,3,2756,268,41.13,5351,40.92,8,9,3,276,1,1976,1984,Test,8
2835,Australia,GJ Maxwell,122,112,17,2755,145,29.0,1770,155.64,5,11,5,231,145,2012,2025,T20,13
24,India,M Kaif,125,110,24,2753,111,32.01,3822,72.03,2,17,8,228,9,2002,2006,ODI,4
1592,Australia,SJ McCabe,39,62,5,2748,232,48.21,3217,60.02,6,13,4,241,5,1930,1938,Test,8
2129,Pakistan,Moin Khan,69,104,8,2741,137,28.55,5362,51.11,4,15,5,334,27,1990,2004,Test,14
1703,Bangladesh,Mohammad Ashraful,61,119,5,2737,190,24.0,5940,46.07,6,8,16,335,22,2001,2013,Test,12
1973,New_Zealand_Zealand,B Sutcliffe,42,76,8,2727,230,40.1,159,45.91,5,15,5,144,16,1947,1965,Test,18
1340,Afghanistan,Mohammad Shahzad,84,84,3,2727,131,33.66,3082,88.48,6,14,4,323,55,2009,2019,ODI,10
764,Pakistan,Salman Butt,78,78,4,2725,136,36.82,3572,76.28,8,14,15,343,7,2004,2010,ODI,6
608,New_Zealand_Zealand,RG Twose,87,81,11,2717,103,38.81,3603,75.4,1,20,5,240,33,1995,2001,ODI,6
2130,Pakistan,Mohsin Khan,48,79,6,2709,200,37.1,4861,48.67,7,9,3,258,6,1978,1986,Test,8
1204,West_Indies_Indies,KA Pollard,123,113,9,2706,119,26.01,2866,94.41,3,13,15,171,135,2007,2022,ODI,15
2131,Pakistan,Shoaib Mohammad,45,68,7,2705,203,44.34,6310,39.23,7,13,6,279,5,1983,1995,Test,12
462,England,RS Bopara,120,109,21,2695,101,30.62,3462,77.84,1,14,4,204,34,2007,2015,ODI,8
1974,New_Zealand_Zealand,MG Burgess,50,92,6,2684,119,31.2,2300,39.0,5,14,5,217,17,1968,1980,Test,12
1975,New_Zealand_Zealand,JV Coney,52,85,14,2668,174,37.57,5783,41.95,3,16,3,266,8,1974,1987,Test,13
909,South_Africa_Africa,HE van der Dussen,71,65,12,2657,134,50.13,3053,87.02,6,17,3,206,50,2019,2025,ODI,6
1853,England,HC Brook,29,48,1,2656,317,56.51,3060,86.79,9,12,3,289,44,2022,2025,Test,3
765,Pakistan,Mudassar Nazar,122,115,10,2653,95,25.26,5130,51.71,0,16,6,184,2,1977,1989,ODI,12
2132,Pakistan,Kamran Akmal,53,92,6,2648,158,30.79,4196,63.1,6,12,14,372,14,2002,2010,Test,8
766,Pakistan,Mohammad Rizwan,91,82,18,2644,131,41.31,3051,86.66,4,15,2,220,35,2015,2025,ODI,10
2273,South_Africa_Africa,JA Rudolph,48,83,9,2622,222,35.43,5984,43.81,6,11,8,362,7,2003,2012,Test,9
1425,India,Shubman Gill,36,67,5,2615,269,42.17,4265,61.31,9,7,5,289,43,2020,2025,Test,5
1426,India,FM Engineer,46,87,3,2611,121,31.08,1901,56.97,2,16,7,254,2,1961,1975,Test,14
2582,West_Indies_Indies,WW Hinds,45,80,1,2608,213,33.01,5459,47.77,5,14,6,368,16,2000,2005,Test,5
767,Pakistan,Ahmed Shehzad,81,81,1,2605,124,32.56,3614,72.08,6,14,7,269,18,2009,2017,ODI,8
2741,India,SA Yadav,83,79,11,2598,117,38.2,1555,167.07,4,21,5,237,146,2021,2025,T20,4
1976,New_Zealand_Zealand,MJ Guptill,47,89,1,2586,189,29.38,5548,46.61,3,17,10,326,23,2009,2016,Test,7
3309,South_Africa_Africa,Q de Kock,92,91,9,2584,100,31.51,1868,138.32,1,16,7,264,103,2012,2024,T20,12
2133,Pakistan,Sadiq Mohammad,41,74,2,2579,166,35.81,2567,41.76,5,10,6,230,0,1969,1981,Test,12
2583,West_Indies_Indies,RD Jacobs,65,112,21,2577,118,28.31,5391,47.8,3,14,12,300,23,1998,2004,Test,6
2419,Sri_Lanka_Lanka,RS Mahanama,52,89,1,2576,225,29.27,5917,41.64,4,11,7,293,2,1986,1998,Test,12
3108,New_Zealand_Zealand,KS Williamson,93,90,13,2575,95,33.44,2092,123.08,0,18,4,245,58,2011,2024,T20,13
768,Pakistan,Zaheer Abbas,62,60,6,2572,123,47.62,3033,84.8,7,13,2,213,22,1974,1985,ODI,11
1854,England,C Washbrook,37,66,6,2569,195,42.81,1146,37.52,6,12,2,100,8,1937,1956,Test,19
305,Bangladesh,Litton Das,95,94,8,2569,176,29.87,2990,85.91,5,12,16,274,45,2015,2025,ODI,10
910,South_Africa_Africa,AC Hudson,89,88,1,2559,161,29.41,3960,64.62,2,18,6,278,15,1991,1997,ODI,6
1593,Australia,GS Blewett,46,79,4,2552,214,34.02,6184,41.26,4,15,6,276,4,1995,2000,Test,5
2935,Bangladesh,Shakib Al Hasan,129,127,17,2551,84,23.19,2105,121.18,0,13,9,258,53,2006,2024,T20,18
